league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
FRA-Ligue 1,2023-24,Rennes,Mathis Lambourde,FRA,FW,17,2006,0.1,9,1,3,3,3,0,9,0,0,,0,,6,33,10,1,0,0,1,0,4,2
FRA-Ligue 1,2023-24,Rennes,Nemanja Matić,SRB,MF,34,1988,11.4,923,53,244,549,147,7,923,21,16,76.2,3,14.3,700,4023,2164,14,37,0,11,15,617,8
FRA-Ligue 1,2023-24,Rennes,Steve Mandanda,FRA,GK,38,1985,34.0,1286,976,1267,19,0,0,1286,1,1,100.0,0,0.0,919,4432,2525,0,1,1,1,0,641,0
FRA-Ligue 1,2023-24,Rennes,Warmed Omari,COM,DF,23,2000,23.0,1499,170,664,791,55,8,1499,8,6,75.0,2,25.0,1112,7205,4341,22,17,1,11,7,1015,1
FRA-Ligue 1,2023-24,Strasbourg,Abakar Sylla,CIV,DF,20,2002,19.9,1490,201,717,729,56,18,1490,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,14,7,962,2
FRA-Ligue 1,2023-24,Strasbourg,Aboubacar Ali,COM,"MF,FW",17,2006,1.4,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12
FRA-Ligue 1,2023-24,Strasbourg,Alaa Bellaarouch,MAR,GK,21,2002,15.0,542,413,540,3,0,0,542,0,0,,0,,415,2305,1282,0,1,1,0,0,300,0
FRA-Ligue 1,2023-24,Strasbourg,Andrey Santos,BRA,MF,19,2004,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15
FRA-Ligue 1,2023-24,Strasbourg,Dilane Bakwa,FRA,"FW,MF",20,2002,24.2,1158,20,127,487,577,75,1158,121,52,43.0,62,51.2,807,6029,2906,95,76,25,49,38,756,204
FRA-Ligue 1,2023-24,Strasbourg,Eduard Sobol,UKR,DF,28,1995,0.3,15,1,2,9,4,0,15,0,0,,0,,10,114,69,2,3,0,0,0,9,0
FRA-Ligue 1,2023-24,Strasbourg,Emanuel Emegha,NED,FW,20,2003,23.1,505,28,44,238,232,88,504,34,10,29.4,22,64.7,353,2021,598,24,19,13,46,29,366,115
FRA-Ligue 1,2023-24,Strasbourg,Frederic Guilbert,FRA,"DF,MF",28,1994,27.7,1842,143,652,830,379,17,1842,34,19,55.9,14,41.2,1151,6285,2506,32,35,3,26,13,1028,70
FRA-Ligue 1,2023-24,Strasbourg,Gerzino Nyamsi,FRA,DF,26,1997,12.1,739,122,416,314,13,10,739,3,3,100.0,0,0.0,552,2808,1185,3,1,0,5,1,489,3
FRA-Ligue 1,2023-24,Strasbourg,Habib Diarra,SEN,"MF,FW",19,2004,25.6,1107,30,202,623,308,30,1106,60,33,55.0,20,33.3,859,5471,2388,59,62,10,37,28,786,88
FRA-Ligue 1,2023-24,Strasbourg,Ibrahima Sissoko,MLI,MF,25,1997,18.2,952,58,234,550,185,29,952,21,11,52.4,7,33.3,625,3371,1422,15,30,1,27,23,563,18
FRA-Ligue 1,2023-24,Strasbourg,Ismaël Doukouré,FRA,"MF,DF",20,2003,18.4,919,56,273,585,72,2,919,31,22,71.0,9,29.0,673,3880,1720,15,16,0,11,24,608,7
FRA-Ligue 1,2023-24,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",25,1998,3.0,135,2,27,68,44,5,135,15,8,53.3,5,33.3,102,751,275,9,7,1,6,13,88,10
FRA-Ligue 1,2023-24,Strasbourg,Jessy Deminguet,FRA,"MF,FW",25,1998,7.7,334,10,67,199,75,8,334,7,2,28.6,4,57.1,239,1410,440,7,10,1,11,5,209,13
FRA-Ligue 1,2023-24,Strasbourg,Junior Mwanga,FRA,"MF,FW",20,2003,16.1,713,44,188,369,168,25,713,46,28,60.9,15,32.6,471,3113,1427,28,20,6,32,24,425,37
FRA-Ligue 1,2023-24,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",20,2003,4.4,123,4,14,44,69,14,123,18,10,55.6,8,44.4,97,797,329,13,9,7,9,8,97,39
FRA-Ligue 1,2023-24,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36,1987,15.0,571,5,51,272,256,46,569,13,7,53.8,5,38.5,448,2487,909,26,25,10,25,15,428,81
FRA-Ligue 1,2023-24,Strasbourg,Lebo Mothiba,RSA,FW,27,1996,6.9,183,13,17,64,103,37,183,5,4,80.0,1,20.0,141,806,280,8,6,5,16,11,152,27
FRA-Ligue 1,2023-24,Strasbourg,Lucas Perrin,FRA,DF,24,1998,30.3,2122,350,1141,937,58,24,2122,10,5,50.0,4,40.0,1552,9224,5263,17,11,2,15,4,1445,8
FRA-Ligue 1,2023-24,Strasbourg,Marvin Senaya,TOG,"DF,MF",22,2001,23.8,1465,81,458,693,329,27,1465,72,27,37.5,35,48.6,875,5438,2495,48,43,6,37,12,802,81
FRA-Ligue 1,2023-24,Strasbourg,Matz Sels,BEL,GK,31,1992,19.0,664,582,657,7,0,0,664,0,0,,0,,452,2379,1252,0,0,0,0,0,345,0
FRA-Ligue 1,2023-24,Strasbourg,Mohamed Bechikh,FRA,"FW,MF",18,2005,0.2,10,0,0,9,1,0,10,2,0,0.0,2,100.0,5,42,24,0,0,0,1,0,7,3
FRA-Ligue 1,2023-24,Strasbourg,Moïse Sahi Dion,CIV,"MF,FW",21,2001,7.0,268,4,35,129,109,29,268,13,4,30.8,9,69.2,187,1154,503,13,10,4,22,6,179,42
FRA-Ligue 1,2023-24,Strasbourg,Patrick Ouotro,CIV,FW,17,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,1,18,18,1,0,0,0,0,1,0
FRA-Ligue 1,2023-24,Strasbourg,Rabby Nzingoula,CGO,"MF,FW",17,2005,1.5,68,3,16,31,23,2,68,4,2,50.0,2,50.0,40,283,125,3,3,1,3,2,33,6
FRA-Ligue 1,2023-24,Strasbourg,Saidou Sow,GUI,DF,21,2002,8.0,440,60,230,202,14,6,440,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,3,281,0
FRA-Ligue 1,2023-24,Strasbourg,Sanjin Prcić,BIH,MF,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0
FRA-Ligue 1,2023-24,Strasbourg,Steven Baseya,FRA,DF,18,2005,0.1,15,3,9,6,0,0,15,0,0,,0,,9,38,7,0,0,0,0,0,7,0
FRA-Ligue 1,2023-24,Strasbourg,Thomas Delaine,FRA,"DF,MF",31,1992,22.7,1097,59,304,415,386,26,1097,33,19,57.6,14,42.4,693,4528,2041,63,45,5,33,11,627,151
FRA-Ligue 1,2023-24,Strasbourg,Ângelo,BRA,"FW,MF",18,2004,12.2,593,7,76,261,282,27,593,56,30,53.6,23,41.1,465,4051,1883,50,48,6,44,24,412,110
FRA-Ligue 1,2023-24,Toulouse,Aron Dønnum,NOR,"FW,MF",25,1998,17.7,774,19,108,343,341,48,774,74,31,41.9,34,45.9,601,4386,2001,69,37,21,46,23,567,120
FRA-Ligue 1,2023-24,Toulouse,Christian Mawissa,FRA,DF,18,2005,12.4,784,70,325,371,97,13,784,42,24,57.1,15,35.7,528,2966,1628,26,25,4,14,5,471,11
FRA-Ligue 1,2023-24,Toulouse,Cristian Cásseres Jr.,VEN,MF,23,2000,21.6,1274,60,296,776,220,26,1274,17,12,70.6,5,29.4,863,4156,1836,14,26,1,22,13,794,52
FRA-Ligue 1,2023-24,Toulouse,Denis Genreau,AUS,"MF,FW",24,1999,5.2,273,9,67,135,76,9,273,12,4,33.3,7,58.3,184,1019,329,6,5,2,11,4,153,27
FRA-Ligue 1,2023-24,Toulouse,Fares Chaïbi,ALG,"FW,MF",20,2002,0.6,50,1,4,23,23,0,50,2,0,0.0,2,100.0,40,214,91,2,1,0,4,0,39,12
FRA-Ligue 1,2023-24,Toulouse,Frank Magri,CMR,"FW,MF",23,1999,16.0,520,20,57,210,262,63,520,37,13,35.1,20,54.1,375,2367,891,31,17,11,38,25,364,121
FRA-Ligue 1,2023-24,Toulouse,Gabriel Suazo,CHI,DF,25,1997,26.2,1726,58,393,797,558,53,1726,62,35,56.5,24,38.7,1134,5782,2567,44,50,9,33,16,1036,166
FRA-Ligue 1,2023-24,Toulouse,Gelabert,ESP,"MF,FW",22,2000,8.4,456,14,77,231,156,32,456,29,13,44.8,15,51.7,353,1876,691,14,17,11,23,12,336,57
FRA-Ligue 1,2023-24,Toulouse,Guillaume Restes,FRA,GK,18,2005,34.0,990,813,982,8,0,0,990,1,1,100.0,0,0.0,594,3013,1714,0,0,0,1,0,442,0
FRA-Ligue 1,2023-24,Toulouse,Ibrahim Cissoko,NED,"FW,MF",20,2003,2.7,156,0,14,40,104,27,156,30,17,56.7,12,40.0,124,846,482,21,9,13,9,3,114,39
FRA-Ligue 1,2023-24,Toulouse,Kévin Keben Biakolo,CMR,DF,19,2004,5.8,318,28,139,150,33,3,318,7,3,42.9,4,57.1,205,1283,559,5,7,0,11,1,183,10
FRA-Ligue 1,2023-24,Toulouse,Logan Costa,CPV,DF,22,2001,29.4,2059,298,932,1001,138,30,2059,10,6,60.0,4,40.0,1455,7829,3931,19,30,2,18,3,1360,14
FRA-Ligue 1,2023-24,Toulouse,Mamady Bangré,BFA,"FW,MF",22,2001,1.1,97,2,14,33,50,13,97,5,1,20.0,4,80.0,76,542,312,10,5,2,4,4,69,12
FRA-Ligue 1,2023-24,Toulouse,Mikkel Desler,DEN,DF,28,1995,17.2,1119,56,274,533,320,37,1119,24,14,58.3,8,33.3,702,3760,1657,30,27,9,18,10,663,96
FRA-Ligue 1,2023-24,Toulouse,Moussa Diarra,MLI,DF,22,2000,15.5,857,80,312,429,123,10,857,9,5,55.6,3,33.3,528,2705,1283,18,18,2,22,6,479,12
FRA-Ligue 1,2023-24,Toulouse,Naatan Skyttä,FIN,"MF,FW",21,2002,1.3,77,0,4,39,34,5,77,1,1,100.0,0,0.0,60,280,104,1,0,1,4,1,60,12
FRA-Ligue 1,2023-24,Toulouse,Niklas Schmidt,GER,MF,25,1998,14.1,959,35,172,565,234,14,959,20,11,55.0,9,45.0,742,3774,1630,20,26,1,18,9,688,43
FRA-Ligue 1,2023-24,Toulouse,Rasmus Nicolaisen,DEN,DF,26,1997,32.5,2027,325,980,989,64,44,2027,4,3,75.0,1,25.0,1343,6713,3528,5,5,0,10,2,1246,11
FRA-Ligue 1,2023-24,Toulouse,Shavy Babicka,GAB,"FW,MF",23,2000,4.1,182,3,17,63,104,12,182,15,6,40.0,9,60.0,132,912,379,17,4,6,13,3,127,64
FRA-Ligue 1,2023-24,Toulouse,Stijn Spierings,NED,MF,27,1996,16.8,1257,50,256,826,189,6,1257,12,5,41.7,6,50.0,925,4689,2124,16,35,0,13,15,825,22
FRA-Ligue 1,2023-24,Toulouse,Thijs Dallinga,NED,FW,22,2000,27.9,878,40,81,409,398,124,875,38,20,52.6,14,36.8,663,3515,1132,32,24,9,46,29,687,164
FRA-Ligue 1,2023-24,Toulouse,Vincent Sierro,SUI,MF,27,1995,25.1,1578,59,314,891,396,23,1573,30,17,56.7,11,36.7,1103,5457,2250,17,26,4,32,24,1034,73
FRA-Ligue 1,2023-24,Toulouse,Warren Kamanzi,NOR,"DF,FW",22,2000,13.2,749,40,203,354,195,22,749,8,2,25.0,5,62.5,484,2910,1323,35,19,8,18,13,459,55
FRA-Ligue 1,2023-24,Toulouse,Yanis Begraoui,MAR,"FW,MF",22,2001,3.3,149,5,20,69,65,15,149,9,7,77.8,2,22.2,113,692,266,9,6,2,12,6,107,30
FRA-Ligue 1,2023-24,Toulouse,Yann Gboho,FRA,"MF,FW",22,2001,13.3,473,6,48,183,261,68,473,63,30,47.6,29,46.0,369,2966,1626,65,42,27,39,28,351,97
FRA-Ligue 1,2023-24,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",23,2000,8.4,305,1,27,123,161,38,304,31,8,25.8,22,71.0,233,1651,745,23,13,8,22,12,229,75
GER-Bundesliga,2023-24,Augsburg,Arne Engels,BEL,"MF,DF",19,2003,15.6,724,25,142,337,249,18,724,11,6,54.5,5,45.5,357,1747,786,23,18,4,15,7,406,62
GER-Bundesliga,2023-24,Augsburg,Arne Maier,GER,MF,24,1999,11.1,692,15,86,321,293,28,692,20,12,60.0,8,40.0,350,1577,680,17,11,6,13,11,422,66
GER-Bundesliga,2023-24,Augsburg,Dion Drena Beljo,CRO,"FW,MF",21,2002,6.5,240,5,24,93,126,38,240,24,11,45.8,10,41.7,132,959,399,16,13,6,24,5,178,35
GER-Bundesliga,2023-24,Augsburg,Elvis Rexhbeçaj,KVX,MF,25,1997,22.1,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51
GER-Bundesliga,2023-24,Augsburg,Ermedin Demirović,BIH,"FW,MF",25,1998,31.9,937,27,92,388,468,164,933,65,29,44.6,31,47.7,482,2426,890,28,20,11,77,39,581,167
GER-Bundesliga,2023-24,Augsburg,Finn Dahmen,GER,GK,25,1998,31.0,1437,903,1394,44,0,0,1437,0,0,,0,,889,4866,3052,0,0,0,1,0,764,0
GER-Bundesliga,2023-24,Augsburg,Fredrik Jensen,FIN,"MF,FW",25,1997,14.9,643,29,89,256,303,39,643,26,5,19.2,20,76.9,307,1427,638,22,9,6,22,10,351,90
GER-Bundesliga,2023-24,Augsburg,Iago,BRA,DF,26,1997,18.0,950,66,296,434,239,33,950,37,19,51.4,15,40.5,480,2650,1197,24,20,4,24,10,474,51
GER-Bundesliga,2023-24,Augsburg,Irvin Cardona,FRA,"MF,DF",25,1997,0.6,24,0,2,4,18,5,24,1,0,0.0,1,100.0,14,129,61,3,2,2,2,0,15,6
GER-Bundesliga,2023-24,Augsburg,Jeffrey Gouweleeuw,NED,DF,32,1991,28.8,1767,196,814,836,138,35,1767,23,15,65.2,8,34.8,1046,6646,4109,33,24,2,11,7,1101,17
GER-Bundesliga,2023-24,Augsburg,Kevin Mbabu,SUI,DF,28,1995,22.7,1315,70,314,573,451,31,1315,82,29,35.4,48,58.5,626,4024,1885,70,48,8,41,25,654,106
GER-Bundesliga,2023-24,Augsburg,Kristijan Jakić,CRO,MF,26,1997,11.7,619,27,154,367,104,11,619,11,6,54.5,4,36.4,292,1427,624,11,6,2,8,13,329,10
GER-Bundesliga,2023-24,Augsburg,Mads Pedersen,DEN,DF,26,1996,19.8,1084,61,305,489,311,20,1084,38,23,60.5,9,23.7,506,3407,1895,56,35,4,21,13,543,79
GER-Bundesliga,2023-24,Augsburg,Mahmut Kücüksahin,,MF,19,2004,0.0,4,0,2,2,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,4,0
GER-Bundesliga,2023-24,Augsburg,Masaya Okugawa,JPN,"FW,DF",27,1996,0.4,14,1,2,6,6,2,14,1,0,0.0,0,0.0,6,11,4,0,1,0,0,0,8,2
GER-Bundesliga,2023-24,Augsburg,Maximilian Bauer,GER,DF,23,2000,9.0,586,56,312,238,38,5,586,3,2,66.7,1,33.3,350,1664,896,2,4,0,6,0,373,1
GER-Bundesliga,2023-24,Augsburg,Mergim Berisha,GER,FW,25,1998,1.4,28,4,5,9,14,3,28,2,0,0.0,2,100.0,18,96,53,3,1,1,1,1,20,5
GER-Bundesliga,2023-24,Augsburg,Mert Kömür,GER,"MF,DF",18,2005,1.3,51,1,10,17,27,3,51,4,0,0.0,3,75.0,29,208,135,7,5,1,2,2,33,9
GER-Bundesliga,2023-24,Augsburg,Nathanael Mbuku,COD,FW,21,2002,0.1,10,0,0,4,6,1,10,1,0,0.0,1,100.0,9,67,51,1,0,1,0,0,9,4
GER-Bundesliga,2023-24,Augsburg,Niklas Dorsch,GER,MF,25,1998,15.4,796,61,252,467,85,2,796,11,7,63.6,3,27.3,436,2039,801,12,8,1,21,10,470,12
GER-Bundesliga,2023-24,Augsburg,Ohis Felix Uduokhai,GER,DF,25,1997,32.5,2036,299,1027,916,103,53,2036,7,6,85.7,1,14.3,1077,5100,2608,25,11,1,17,7,1202,6
GER-Bundesliga,2023-24,Augsburg,Patric Pfeiffer,GER,DF,23,1999,5.7,340,36,153,158,31,19,340,1,0,0.0,1,100.0,153,637,299,1,0,0,6,1,184,4
GER-Bundesliga,2023-24,Augsburg,Pep Biel,ESP,"MF,FW",26,1996,3.2,156,2,23,71,63,11,156,7,6,85.7,1,14.3,78,414,138,2,2,1,13,1,97,16
GER-Bundesliga,2023-24,Augsburg,Phillip Tietz,GER,FW,26,1997,26.5,815,37,89,350,382,122,815,40,13,32.5,24,60.0,416,1664,590,19,15,7,70,21,561,115
GER-Bundesliga,2023-24,Augsburg,Robert Gumny,POL,DF,25,1998,5.3,260,19,68,121,74,8,260,13,5,38.5,4,30.8,108,554,213,9,9,1,14,1,115,17
GER-Bundesliga,2023-24,Augsburg,Ruben Vargas,SUI,"MF,FW",24,1998,21.8,949,22,103,374,485,82,949,57,22,38.6,30,52.6,538,3257,1364,57,31,15,58,18,608,145
GER-Bundesliga,2023-24,Augsburg,Sven Michel,GER,"FW,MF",33,1990,6.5,248,3,21,94,133,39,246,22,10,45.5,11,50.0,135,600,204,6,3,4,22,11,162,44
GER-Bundesliga,2023-24,Augsburg,Tim Breithaupt,GER,MF,21,2002,7.0,355,19,117,196,44,1,355,1,1,100.0,0,0.0,142,571,190,0,1,0,6,5,186,2
GER-Bundesliga,2023-24,Augsburg,Tomáš Koubek,CZE,GK,30,1992,3.0,114,105,114,0,0,0,114,0,0,,0,,56,247,120,0,0,0,0,0,52,0
GER-Bundesliga,2023-24,Bayern Munich,Aleksandar Pavlovic,GER,MF,19,2004,13.6,1082,25,195,714,179,10,1082,11,5,45.5,5,45.5,701,3804,1714,14,21,3,12,14,823,14
GER-Bundesliga,2023-24,Bayern Munich,Alphonso Davies,CAN,DF,22,2000,22.9,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139
GER-Bundesliga,2023-24,Bayern Munich,Bouna Sarr,SEN,DF,31,1992,1.2,116,2,19,80,17,2,116,4,1,25.0,2,50.0,58,256,136,3,2,1,2,0,80,4
GER-Bundesliga,2023-24,Bayern Munich,Bryan Zaragoza,ESP,"FW,MF",22,2001,2.0,117,0,8,46,65,15,117,16,8,50.0,8,50.0,78,676,469,14,11,6,3,4,96,28
GER-Bundesliga,2023-24,Bayern Munich,Daniel Peretz,ISR,GK,23,2000,0.2,17,12,17,0,0,0,17,0,0,,0,,11,31,24,0,0,0,0,0,12,0
GER-Bundesliga,2023-24,Bayern Munich,Dayot Upamecano,FRA,DF,24,1998,19.6,1981,140,671,1219,106,17,1981,10,6,60.0,4,40.0,1350,7520,4558,28,24,0,9,4,1519,10
GER-Bundesliga,2023-24,Bayern Munich,Eric Dier,ENG,DF,29,1994,13.0,1249,140,538,669,47,12,1249,1,1,100.0,0,0.0,797,3983,2204,8,13,0,2,0,945,1
GER-Bundesliga,2023-24,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"MF,FW",34,1989,8.0,402,10,55,152,201,55,402,39,23,59.0,13,33.3,219,1148,497,23,6,13,20,18,287,71
GER-Bundesliga,2023-24,Bayern Munich,Frans Krätzig,GER,DF,20,2003,0.6,60,4,20,23,17,1,60,1,0,0.0,1,100.0,38,220,108,0,1,0,1,2,42,7
GER-Bundesliga,2023-24,Bayern Munich,Harry Kane,ENG,FW,30,1993,31.5,995,19,69,395,541,180,990,59,24,40.7,30,50.8,634,3098,1287,36,25,14,45,45,782,164
GER-Bundesliga,2023-24,Bayern Munich,Jamal Musiala,GER,"MF,FW",20,2003,19.5,1090,5,86,409,630,132,1090,154,87,56.5,59,38.3,736,4982,2825,103,60,33,66,51,864,163
GER-Bundesliga,2023-24,Bayern Munich,Jonathan Asp Jensen,DEN,FW,17,2006,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Joshua Kimmich,GER,"MF,DF",28,1995,24.2,2453,75,422,1282,762,23,2453,25,10,40.0,12,48.0,1478,8366,3739,56,66,4,19,16,1821,114
GER-Bundesliga,2023-24,Bayern Munich,Kim Min-jae,KOR,DF,26,1996,21.9,2352,279,1065,1233,64,19,2352,2,2,100.0,0,0.0,1354,6415,3524,14,10,0,5,5,1730,3
GER-Bundesliga,2023-24,Bayern Munich,Kingsley Coman,FRA,FW,27,1996,12.4,802,4,75,220,513,93,802,67,29,43.3,32,47.8,560,4124,2204,75,35,35,26,22,661,210
GER-Bundesliga,2023-24,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26,1997,19.7,1671,37,315,893,482,49,1671,48,23,47.9,22,45.8,1008,5264,2893,62,56,17,27,17,1196,98
GER-Bundesliga,2023-24,Bayern Munich,Leon Goretzka,GER,MF,28,1995,24.9,2016,78,453,1148,435,61,2016,24,13,54.2,8,33.3,1141,6277,3520,66,56,1,14,14,1511,71
GER-Bundesliga,2023-24,Bayern Munich,Leroy Sané,GER,FW,27,1996,23.7,1398,6,99,448,880,143,1398,167,93,55.7,65,38.9,936,7599,4060,121,85,44,63,42,1085,274
GER-Bundesliga,2023-24,Bayern Munich,Lovro Zvonarek,CRO,"FW,MF",18,2005,1.8,73,2,9,38,26,8,73,3,1,33.3,2,66.7,43,207,86,7,1,4,3,1,55,9
GER-Bundesliga,2023-24,Bayern Munich,Manuel Neuer,GER,GK,37,1986,22.8,920,701,893,26,1,1,920,1,1,100.0,0,0.0,572,3020,1842,0,0,0,1,0,579,0
GER-Bundesliga,2023-24,Bayern Munich,Mathys Tel,FRA,"FW,MF",18,2005,11.7,589,7,62,210,333,80,589,67,37,55.2,29,43.3,415,3352,1376,45,22,31,37,33,447,122
GER-Bundesliga,2023-24,Bayern Munich,Matteo Perez Vinlöf,SWE,FW,17,2005,0.2,19,0,9,6,4,0,19,1,0,0.0,1,100.0,9,30,11,0,0,0,1,0,12,1
GER-Bundesliga,2023-24,Bayern Munich,Matthijs de Ligt,NED,DF,23,1999,15.4,1330,118,490,768,75,21,1330,2,2,100.0,0,0.0,851,4373,2423,16,15,2,9,2,1022,6
GER-Bundesliga,2023-24,Bayern Munich,Noussair Mazraoui,MAR,DF,25,1997,13.3,1126,37,250,571,313,33,1126,24,12,50.0,11,45.8,639,2894,1600,34,23,7,13,6,781,79
GER-Bundesliga,2023-24,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",29,1993,13.2,1118,21,230,485,408,43,1118,19,13,68.4,6,31.6,610,3190,1838,36,33,5,10,11,875,90
GER-Bundesliga,2023-24,Bayern Munich,Ryan Gravenberch,NED,FW,21,2002,0.1,7,0,0,3,4,2,7,1,1,100.0,0,0.0,3,16,9,0,0,0,0,0,5,3
GER-Bundesliga,2023-24,Bayern Munich,Sacha Boey,FRA,DF,22,2000,1.2,85,4,28,34,24,3,85,6,2,33.3,3,50.0,42,226,98,1,1,0,2,0,52,8
GER-Bundesliga,2023-24,Bayern Munich,Serge Gnabry,GER,"FW,MF",28,1995,4.8,272,2,33,108,135,34,272,12,6,50.0,6,50.0,152,1082,577,23,9,12,11,3,210,49
GER-Bundesliga,2023-24,Bayern Munich,Sven Ulreich,GER,GK,34,1988,11.0,408,313,403,5,0,0,408,0,0,,0,,263,1032,472,0,0,0,0,0,255,0
GER-Bundesliga,2023-24,Bayern Munich,Thomas Müller,GER,"MF,FW",33,1989,18.4,961,9,65,356,547,113,961,21,11,52.4,8,38.1,529,2454,1384,38,36,9,27,23,761,188
GER-Bundesliga,2023-24,Bochum,Andreas Luthe,GER,GK,36,1987,1.0,50,29,50,0,0,0,50,0,0,,0,,31,117,48,0,0,0,0,0,30,0
GER-Bundesliga,2023-24,Bochum,Anthony Losilla,FRA,MF,37,1986,28.6,1192,69,271,700,229,56,1192,23,10,43.5,13,56.5,431,1376,547,11,11,2,27,12,563,42
GER-Bundesliga,2023-24,Bochum,Bernardo,BRA,DF,28,1995,32.5,2103,200,761,1070,286,51,2103,23,12,52.2,9,39.1,796,3775,1777,26,23,1,32,16,923,38
GER-Bundesliga,2023-24,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",29,1994,13.5,614,10,74,170,378,51,614,35,7,20.0,24,68.6,318,2169,1071,50,22,17,31,24,380,138
GER-Bundesliga,2023-24,Bochum,Cristian Gamboa,CRC,DF,33,1989,13.2,603,38,189,305,117,1,603,12,5,41.7,4,33.3,276,1235,527,12,11,0,11,3,282,16
GER-Bundesliga,2023-24,Bochum,Danilo Soares,BRA,DF,31,1991,3.9,227,18,70,116,48,1,227,7,6,85.7,0,0.0,93,447,173,3,1,0,6,2,95,8
GER-Bundesliga,2023-24,Bochum,Erhan Mašović,SRB,"DF,MF",24,1998,24.7,1012,101,421,495,104,28,1012,6,3,50.0,2,33.3,402,2105,967,15,11,0,15,6,459,10
GER-Bundesliga,2023-24,Bochum,Felix Passlack,GER,DF,25,1998,10.7,517,20,105,244,172,13,517,9,6,66.7,3,33.3,200,977,463,10,7,1,12,4,240,42
GER-Bundesliga,2023-24,Bochum,Gonçalo Paciência,POR,"FW,MF",28,1994,7.2,301,8,22,140,141,37,301,27,12,44.4,14,51.9,177,670,289,9,6,3,29,27,227,50
GER-Bundesliga,2023-24,Bochum,Ivan Ordets,UKR,DF,31,1992,20.9,936,159,458,398,84,57,936,1,0,0.0,0,0.0,302,1384,573,5,3,0,4,0,353,7
GER-Bundesliga,2023-24,Bochum,Keven Schlotterbeck,GER,DF,26,1997,24.3,1329,200,655,573,108,66,1329,8,6,75.0,2,25.0,580,2496,1414,9,4,2,12,0,635,15
GER-Bundesliga,2023-24,Bochum,Kevin Stöger,AUT,MF,29,1993,29.6,2384,35,247,1287,878,55,2380,65,25,38.5,31,47.7,1195,6163,3142,81,72,8,45,40,1464,139
GER-Bundesliga,2023-24,Bochum,Lukas Daschner,GER,"MF,FW",24,1998,6.0,251,2,23,97,136,24,251,22,12,54.5,8,36.4,140,741,318,11,11,3,15,8,164,37
GER-Bundesliga,2023-24,Bochum,Manuel Riemann,GER,GK,34,1988,33.0,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0
GER-Bundesliga,2023-24,Bochum,Matúš Bero,SVK,"MF,FW",27,1995,18.5,737,49,142,352,254,33,737,19,4,21.1,14,73.7,334,1448,543,12,15,2,31,17,395,71
GER-Bundesliga,2023-24,Bochum,Maximilian Wittek,GER,"DF,FW",27,1995,11.9,642,30,146,284,216,18,642,24,10,41.7,9,37.5,278,1291,623,17,9,4,14,5,316,64
GER-Bundesliga,2023-24,Bochum,Moritz Broschinski,GER,FW,22,2000,13.9,399,9,24,141,238,58,399,31,11,35.5,19,61.3,222,1088,397,18,10,9,47,35,291,92
GER-Bundesliga,2023-24,Bochum,Moritz-Broni Kwarteng,GHA,FW,25,1998,3.1,153,0,14,65,76,15,153,18,7,38.9,8,44.4,95,637,250,8,6,3,15,5,99,24
GER-Bundesliga,2023-24,Bochum,Noah Loosli,SUI,DF,26,1997,3.8,177,18,76,83,19,4,177,1,1,100.0,0,0.0,74,309,119,1,1,0,3,0,69,3
GER-Bundesliga,2023-24,Bochum,Patrick Osterhage,GER,MF,23,2000,20.7,1081,58,252,592,251,29,1081,38,17,44.7,19,50.0,547,2899,1232,26,16,3,33,17,603,65
GER-Bundesliga,2023-24,Bochum,Philipp Förster,GER,"MF,FW",28,1995,4.3,250,2,24,114,114,9,250,4,1,25.0,1,25.0,125,660,276,7,10,1,9,7,149,19
GER-Bundesliga,2023-24,Bochum,Philipp Hofmann,GER,FW,30,1993,17.5,581,16,45,282,257,84,581,15,9,60.0,6,40.0,256,907,208,7,6,2,43,14,435,86
